WKT,Type_id,Type_road,SHAPE_Leng,Name
"LINESTRING (424223.177500000223517 2932166.898,424362.349700000137091 2932165.4063,424415.541199999861419 2932164.8362,424486.543899999931 2932166.0336,424488.830347643292043 2932166.25307619664818,424491.285721299354918 2932166.91099158488214,424493.589546504139435 2932167.985282920766622,424495.671822694595903 2932169.443308406043798,424497.469280962366611 2932171.240766673814505,424498.927306447585579 2932173.323042864445597,424500.001597783586476 2932175.626868069171906,424500.5773 2932177.653599999845,424500.874699999578297 2932183.454099999741,424500.242999999783933 2932464.840199999511)",1,Metal,    570.26187421600,
"LINESTRING (424360.854799999855459 2932165.422299999744,424360.662200000137091 2932203.3388,424360.801799999549985 2932302.6171,424360.854399999603629 2932340.0248,424360.910000000149012 2932379.6028,424500.433799999766052 2932379.8572)",1,Metal,    353.70519527400,
"LINESTRING (424500.7445 2932180.9152,424561.36600000038743 2932181.674499999732,424563.203536607965361 2932181.846843842882663,424565.123456370376516 2932182.36128479288891,424566.924876504053827 2932183.20130079658702,424568.553061769867782 2932184.341368393506855,424569.958540582389105 2932185.746847205795348,424571.098608179134317 2932187.375032471492887,424571.93862418300705 2932189.176452605519444,424572.453065132896882 2932191.096372367814183,424572.626299999654293 2932193.0763,424572.625099999830127 2932193.207399999723,424572.668499999679625 2932222.4559,424572.777499999850988 2932295.903599999845,424572.867399999872 2932356.5084,424500.485999999567866 2932356.6027)",1,Metal,    314.20884520500,
"LINESTRING (423805.307199999690056 2931798.0477,423871.62540000025183 2931797.8856,423898.724399999715388 2931798.383799999952,423901.653945000900421 2931800.07510483590886,423905.654288084071595 2931803.188696835655719,423907.205099999905 2931804.721599999815,423907.22098552249372 2931804.738487698603421,423909.239128828630783 2931807.516223658341914,423910.503073609317653 2931810.708583765663207,423910.84499999974 2931812.5613,423910.903099999763072 2931813.2038,423912.088999999687076 2931830.9921,423910.911100000143051 2932004.5107)",1,Metal,    304.85172611300,
"LINESTRING (424018.363599999807775 2932004.5491,424020.585699999704957 2931865.6665)",1,Metal,    138.90037549000,
"LINESTRING (423343.881199999712408 2933279.6884,423582.985799999908 2933288.6519,423586.478500000201166 2933288.7828,423787.449400000274181 2933293.863099999726,424045.664200000464916 2933303.9592,424046.333530914329458 2933303.972282099537551,424049.308006690989714 2933303.712049189023674,424052.192104526329786 2933302.939257503021508,424054.89819256705232 2933301.677387926261872,424057.344047697435599 2933299.964781726710498,424059.455353846889921 2933297.853475577197969,424061.167960046499502 2933295.407620446756482,424062.429829623550177 2933292.701532405801117,424063.202621309435926 2933289.817434570752084,424063.456600000150502 2933287.3058,424063.643899999558926 2933280.37529999949,424064.250212252081838 2933151.833410353865474,424064.563500000163913 2933085.414499999955,424065.181305197649635 2932954.44264626596123,424065.778199999593198 2932827.903699999675,424068.24199999962 2932819.335899999365,424068.072499999776483 2932703.186499999836,424068.165900000371039 2932625.158299999312,424069.254099999554455 2932464.23699999973)",1,Metal,   1552.75562790000,
"LINESTRING (423800.894100000150502 2932817.367,423939.800900000147521 2932822.7079,424065.778199999593198 2932827.903699999675)",1,Metal,    265.09384170400,
"LINESTRING (424063.792700000107288 2933248.830299999565,424074.100399999879301 2933249.249099999666,424080.280399999581277 2933249.50019999966,424174.237499999813735 2933304.42669999972,424217.872999999672174 2933329.935599999502,424248.8267 2933348.030899999663,424263.338999999687076 2933329.35879999958,424274.374499999918 2933333.037299999967,424309.11600000038743 2933276.6336,424348.013500000350177 2933213.4823,424361.707100000232458 2933191.25029999949,424403.1222 2933131.945699999109,424416.6223 2933112.61419999972,424465.248100000433624 2933035.487099999562,424499.224899999797344 2932981.5953,424394.130300000309944 2932919.4098,424274.137900000438094 2932848.409199999645,424262.93030000012368 2932857.2839,424254.755900000222027 2932859.7363,424245.355200000107288 2932858.101399999112,424065.649199999869 2932855.2429)",1,Metal,   1137.97791342000,
"LINESTRING (424065.174999999813735 2932955.7826,424090.858 2932957.012299999595,424128.869199999608099 2932961.91699999943,424170.1502 2932970.9089,424185.273 2932977.4485,424417.389700000174344 2933111.3969)",1,Metal,    390.75709030800,
"LINESTRING (424064.712299999780953 2933053.87,424092.901600000448525 2933055.514499999583,424110.522599999792874 2933056.5425,424153.392599999905 2933070.22849999927,424171.376400000415742 2933079.2204,424361.707100000232458 2933191.25029999949)",1,Metal,    331.85024750300,
"LINESTRING (424064.249099999666214 2933152.0688,424085.111700000241399 2933151.730599999428,424103.554100000299513 2933155.8289,424120.288800000213087 2933163.684,424309.11600000038743 2933276.6336)",1,Metal,    278.27445497100,
"LINESTRING (424249.829300000332296 2932858.879499999806,424254.439600000157952 2932867.1194,424253.155600000172853 2932880.2807,424244.488400000147521 2932896.010099999607,424467.342799999751151 2933032.164699999616)",1,Metal,    301.78042783600,
"LINESTRING (424068.149000000208616 2932755.6216,424284.700799999758601 2932753.9042,424314.375900000333786 2932758.469599999487,424332.637400000356138 2932767.029699999839,424382.82120000012219 2932797.65)",1,Metal,    325.53897019900,
"LINESTRING (424332.637400000356138 2932767.029699999839,424380.895100000314415 2932685.298399999738,424408.409799999557436 2932638.6985,424408.840300000272691 2932637.969399999827,424409.769355742784683 2932636.50176232168451,424412.854107564024162 2932632.681369433179498,424416.540137570642401 2932629.437255006749183,424419.391599999741 2932627.577299999073,424481.6305 2932592.012099999934,424482.427500194287859 2932591.539191576186568,424485.845099999569356 2932589.0655,424486.285677758860402 2932588.685708146542311,424489.606196949782316 2932585.221140433102846,424492.293438709457405 2932581.245236905291677,424494.270095984917134 2932576.872377068735659,424495.479303945438005 2932572.228360138833523,424495.786399999633431 2932569.822,424495.861100000329316 2932568.6401,424500.242999999783933 2932464.840199999511)",1,Metal,    368.99108904600,
"LINESTRING (424068.003899999894202 2932656.24699999951,424137.870900000445545 2932655.391499999911,424293.237099999561906 2932657.10349999927,424308.313900000415742 2932657.2696,424324.05350000038743 2932660.527599999681,424380.895100000314415 2932685.298399999738,424531.208499999716878 2932767.9571)",1,Metal,    489.94512721200,
"LINESTRING (423346.272699999623001 2932445.9001,423346.174200000241399 2932388.0522,423346.045199999585748 2932312.3,423346.274199999869 2931985.833599999547,423343.6557 2931985.6949)",1,Metal,    462.68894486000,
"LINESTRING (423346.345700000412762 2932180.1158,423545.474399999715388 2932179.706499999389)",1,Metal,    199.12912064800,
"LINESTRING (423545.474399999715388 2932179.706499999389,423805.3492 2932179.217)",1,Metal,    259.87526101100,
"LINESTRING (423129.291500000283122 2933550.7485,424012.926799999549985 2933509.596)",101,Air Strip,    884.59305426900,
