RecordNo:latitude:longitude:zoom:how_validated:win:Date:description:type_posit:type_route:type_locom:type_undef:address:POI:cat_person:cat_functi:cat_name:granular_1:granular_2:granular_3:granular_4:granular_5:granular_6:granular_7:indoor:outdoor:rel_dist_qt:rel_dist_ql:rel_ori_rel:rel_ori_abs:rel_ori_lm:rel_topo:activity_d:activity_u:locative:note:cal_txt_len:cal_no_cues:hide1:hide2:hide3:hide4:hide5:hide6:hide7:cal_no_level:hide9:hide10:hide11:hide12:hide13:hide14:hide15:cal_finest_g:cal_coars_g:cal_no_gaps:Ref > 1 per Level:tellus_test
1:-37.7998960793:144.9609327301:15:NA:0:2010-08-15:Sitting at my desk:1:0:0:0:0:0:1:0:0:1:0:0:0:0:0:0:1:0:0:0:0:0:0:0::sitting :at::18:1:1:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:1:1:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:0:1:1:0:
2:-37.8276460536:144.9623918518:15:NA:0:2010-08-15:On the moon:1:0:0:1:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:::::11:0:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:0:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:FALSE:-1:0:
3:-37.8276460536:144.9623918518:15:VicNames:0:2010-08-15:Melbourne:1:0:0:0:1:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:::::9:1:FALSE:FALSE:FALSE:FALSE:FALSE:1:FALSE:1:FALSE:FALSE:FALSE:FALSE:FALSE:6:FALSE:FALSE:TRUE:6:0:
4:-37.7994484684:144.9582419382:15:Google:0:2010-08-15:Melbourne University, Medical Building:1:0:0:0:1:0:0:0:1:0:0:1:1:0:0:0:0:0:0:0:0:0:0:0:::::38:2:FALSE:FALSE:1:1:FALSE:FALSE:FALSE:2:FALSE:FALSE:3:4:FALSE:FALSE:FALSE:FALSE:TRUE:3:0:
5:-37.7697589381:145.2716143414:19:NA:0:2010-08-15:at a mates house:1:0:0:0:0:0:1:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:::at::16:1:FALSE:FALSE:1:FALSE:FALSE:FALSE:FALSE:1:FALSE:FALSE:3:FALSE:FALSE:FALSE:FALSE:FALSE:TRUE:3:0:
6:-37.7697589381:145.2716143414:19:Google:0:2010-08-15:4 derwent close croydon hills:1:0:0:0:1:0:0:0:0:0:0:1:1:1:0:0:0:0:0:1:0:0:0:0:::close::29:3:FALSE:FALSE:1:1:1:FALSE:FALSE:3:FALSE:FALSE:3:4:5:FALSE:FALSE:FALSE:TRUE:3:0:
7:-37.8112549961:144.9547100052:15:VicNames:0:2010-08-15:flagstaff gardens:1:0:0:0:0:1:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:::::17:1:FALSE:FALSE:FALSE:1:FALSE:FALSE:FALSE:1:FALSE:FALSE:FALSE:4:FALSE:FALSE:FALSE:FALSE:TRUE:4:0:
8:-37.8117974678:144.9790859207:15:VicNames:0:2010-08-15:fitzroy gardens:1:0:0:0:0:1:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:::::15:1:FALSE:FALSE:FALSE:1:FALSE:FALSE:FALSE:1:FALSE:FALSE:FALSE:4:FALSE:FALSE:FALSE:FALSE:TRUE:4:0:
9:-37.7977936404:144.9608468994:15:Google:0:2010-08-15:university of melbourne:1:0:0:0:0:0:0:0:1:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:::::23:1:FALSE:FALSE:FALSE:1:FALSE:FALSE:FALSE:1:FALSE:FALSE:FALSE:4:FALSE:FALSE:FALSE:FALSE:TRUE:4:0:
